Professor_ID,Professor_Name,University,Department,Quality,Difficulty,Emotion,Class_Name,Comment,Thumbs_Up,Thumbs_Down,Review_Date
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,1,AWESOME,POL2107,"Everybody loves Wolfgang! He is the most laid back professor you'll ever get! minimum work load, easy grader, and he gives you the exam questions before the test... what more do you want? the only thing is I find that we barely use the textbook so just use one you already have ( he makes you read Socrates, Plato, Aristotle, and Machiavelli)",1,0,"Jan 21st, 2017"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,1,AWESOME,POL1101,Doesn't use blackboard or emails and usually let us out early during our 7-10 class (about halfway) super easy going guy and really passionate about Political Science. Midterm was take home exam and he gives you the questions for the exam and tells you to bring in a cheat sheet. I think I went to 3 classes and got a B+...,0,0,"Jan 21st, 2017"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,2,AWESOME,POL2107,Such a relaxed and intelligent professor! He just lectures (no powerpoints) which makes him really easy to follow along with. His expectations are extremely clearfor assignments and he gives out the midterm and exam questions well in advance. Would definitely take his class again!,0,0,"Jan 18th, 2017"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,3,AWESOME,POL1101,Great prof,0,0,"Dec 24th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,3,AWESOME,POL2108,"Funniest prof ever, super easy going. Doesn't care if you're in class or not, but his notes are your A in the class. He has a 50% midterm and 50% final, but gives the questions in advance.",1,0,"Dec 22nd, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,3,AWESOME,POL2207,"Best prof I've had so chill, easy going, and very informative. Classes are always short which is amazing and he is always available to talk. Plus the exam and midterm are easy and you get a cheat sheet for the exam.",1,0,"Dec 15th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,2,AWESOME,POL1101,"One of my favourite profs. He doesn't use online materials, but you can still understand everything and he's very available outside of class to explain things. . My only complaint is an unfortunate habit he has of getting sidetracked and not actually answering questions if you go see him. Informative conversation, but didn't answer my question.",0,0,"Dec 14th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,3,AWESOME,POL1101,"Favourite class. Clear thoughts. Very accomadating. Really enjoyed this class, would love to take more classes from him. Took the time to explain. Material was dry but he did his best to keep it interesting.",2,1,"Dec 12th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,3,AWESOME,POL2107,This man saved my life.,0,0,"Dec 12th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,2,3,AWFUL,POL1101,Wolfgang is a cool prof and funny. However he does not use any online tools (blackboard or slides) so you must go to class or get the notes from someone.,1,2,"Dec 10th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,3,3,AVERAGE,POL1101,"No online slides or slides at all, funny guy, pretty boring class",0,3,"Dec 8th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,3,AWESOME,POL2107,class is split midterm final 50/50. he doesnt use powerpoints and only reads. pretty clear with everything though. smart guy.,0,0,"Oct 25th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,3,AWESOME,POL3146,"You definitely need to attend class to do well! He doesn't use powerpoint or any online tools. His test/assignments are very reflective of the course material. His courses are dense, but he is extremely knowledgable. Definitely recommend.",0,0,"Sep 21st, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,3,AWESOME,POL2107,"Wolfgang is honestly the best professor I have ever had at UOttawa. His lectures are very information dense but also clear and he has without a doubt the most interesting content and method of lecturing I've had thus far. Papers reflect content, exams reflect content. An extremely intelligent man always available for discussion after class. 5/5!",0,0,"Sep 7th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,3,AWESOME,POL2108,"Prof Koerner is an excellent professor! If you attend class and display enthusiasm, he will reward you for it. 100% recommend a visit to him during his office hours - he likes to get to know his students and he appreciates any and all questions! Take his courses!",0,1,"Jul 22nd, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,1,AWESOME,POL2107,"This is an intro POL class but effectively serves as a political phi class. You'll look at Plato, Aristotle, Aquinas, etc. The lectures are dense but extremely short. What should have been three hour lect never went past 1.5-2h. Grading 1 take home midterm (50% choose 2/4), 1 final (50%, choose 3 of 4 questions, questions given before exam).",2,0,"Jun 20th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,1,AWESOME,POL2108,Super easy class and he is hilarious. Class never lasted more than an hour and assignments were pretty easy.,1,0,"Apr 25th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,3,2,AVERAGE,POL3102,"Good prof but boring class. He assigns a whole bunch of books and talks about a whole bunch of authors but never says anything about the books he gives us. The only assessments are 2 essays and the final, so not bad but he's really vague in his instructions.",0,0,"Apr 19th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4.5,2,AWESOME,POL3102,"He's not very clear about the essays, so they can be confusing. Other than that, he's very chill about deadlines and is very understanding. He's here for students to take something out of the class, no tricks or challenges.",1,0,"Apr 8th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,2.5,5,AWFUL,POL1101,"Warning: VERY HARD GRADER Other than that, had a three hour lecture once a week that he never made us stay for more than an hour and a half, but didn't feel like I learned much from the course. Very interesting guy but not a great professor.",2,3,"Apr 1st, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,2,AWESOME,POL2108,"Both the midterm and final are basically take homes because you get the questions before. I thought this class was going to be super easy and i wasn't going to learn much.... but my god, having the questions and researching the answers has taught me more about pol thought then any prof ever before. You get the answers and you get the marks. A+ Prof",0,0,"Feb 28th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,2,AWESOME,POL1101,"One of the best lecturers at UOttawa. Makes otherwise dull material extremely interesting and provides great insight to the material. Take notes ad verbatim since he does not use Blackboard or PowerPoint. Grading expectations for the midterm and exam (only two pieces of work) are very very clear. Takes notes, show up, and you'll easily earn a B+",0,0,"Jan 20th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,3,AWESOME,POL3102,"Koerner is a really great prof. He gives you the information you need, and that's it. You do not need to buy the texts, as he will explain everything you need to know during lectures. He's really great at answering questions. He doesn't lecture for long. It was a 7-10 class and we were out by 8:30pm at the latest. He's a really nice guy and funny!",2,0,"Jan 14th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,2.5,4,AWFUL,POL3102,"Koerner's class can seem confusing just about all the time. That said, if you take diligent notes (essentially, copy everything he says ad verbatim), it will all make sense at the end. He let's you bring a cheat sheet into the exam, so that's helpful.",1,0,"Jan 13th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,3,2,AVERAGE,POL1101,"He's hilarious. Would definitely take again. Classes are not too long, although can sometimes get boring since he just speaks for the entire lecture (no slides). Doesn't use blackboard either. Only two essays (midterm + exam). Class isn't necessary. Would take again for sure!",1,0,"Jan 11th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,3,1,AVERAGE,POL1101,"Was a 7-10pm class that ended everyday at 8:10 exactly. Kinda monotone but his dry humor is hilarious. I've never seen someone physically embody the word nonchalance so literally in my entire life, he's like THE definition of apathetic. My friends and I loved to joke about chilling with him outside class cuz he was that lax. Great dude.",2,0,"Jan 6th, 2016"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,2.5,3,AWFUL,POL1101,Extremely boring lecture. He rambles and often repeats himself three times before he continues on. You could skip every class as long as you had the textbook. Light workload but so dull it isn't worth the easy mark. I would avoid POL1101 with him but he'd be good for a higher year course - he knows his stuff but brings no life to this dry material.,0,1,"Dec 27th, 2015"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,3,3,AVERAGE,POL3102,"His lectures are cumbersome to sit through, although his occasional deadpan and cynical humor makes it somewhat bearable, given the pedantic and wordy works he lectures about. Readings aren't necessary and as long as you focus during lectures you can get an -A",0,1,"Dec 16th, 2015"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,2,AWESOME,POL3102,"Even though political thought can be dry, he tries to give you the basics. The two short term papers are extremely easy and straight forward. For the final exam, you get a cheat sheet and gives you the exam questions well in advance. Decent effort and you can get an A.",1,0,"Dec 8th, 2015"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,3,2,AVERAGE,POL3102,"He's a simple teacher. Does not ask much from his students. Class lectures are a bit boring. But overall, you can easily achieve an A in his class.",0,1,"Nov 1st, 2015"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,2.5,4,AWFUL,POL1101B,"If you're a student who cannot stand professors who lectures WITHOUT putting slides on blackboard, do not take this class. No Technology with this proff.",0,0,"Oct 14th, 2015"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,1,AWESOME,POL3102,"Hilarious guy, if you pay attention to the lectures and catch his humor you will have a great time in his class. Take notes on everything he says and regurgitate it on the exam and you're golden (I got an A and didn't buy the textbook). He let's you bring a cheat sheet into the exam (Essay style) so easy A+. Love this prof. Gives extensions too.",0,0,"Jun 30th, 2015"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,1,AWESOME,POL1101,This professor is amazing. He is extremely nice and has a genuine interest in his students. If you have a question out of class he tells you to call him whenever you need to. He also offers to arrange a meeting time if you can't make it to his office hours. If you have any questions you can ask him and he is very easy going.,0,0,"May 28th, 2015"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,3,2,AVERAGE,POL3102,VERY FUNNY DUDE.,1,0,"May 13th, 2015"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4.5,1,AWESOME,POL3XXX,Awesome prof! Have taken two classes with him this far and hope to take more. Super cool as a person and knows his stuff. Breaks everything down so it's easily understood. Doesn't use slides but his lectures are interesting and fly by. Would definitely recommend to any and everybody!,1,0,"Apr 29th, 2015"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4.5,3,AWESOME,POL3102,He took what would normally be a really boring class and made it way more bearable than I thought possible. Very reasonable with grades and will re-mark papers when asked. Lectures are very detailed and if you take good notes you can write the essays and exam with only a little reading. Best choice of prof for this class,2,0,"Jan 14th, 2015"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4.5,1,AWESOME,POL3102,"This guys is the best prof out there. If you go to class and just copy what he says, you'll never have to do a single reading. Ive had a couple classses with him now and the layout is 2 essays and a final in which he gives you the questions before hand and you get a cheat sheet. Not to mention hes an easy marker and a very witty individual.",2,1,"Jan 17th, 2014"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,3.5,2,AVERAGE,POL3102,"Wolfgang is a cool person teaching a boring topic. You have to attend classes because he doesn't do slides or VC but if you attend the lectures and take good notes, you will do fine. He is a pretty easy marker as long as you don't half-ass it. He gives a list of exam questions before the exam so preparation for it is really straightforward.",1,0,"Jan 6th, 2014"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,3.5,2,AVERAGE,POL2108,"He does not use virtual campus, so you'll need to attend the lectures. Since you don't really have to do the readings, make sure you listen diligently in class because he goes really fast and can go off topic now and then. Gives you exam questions ahead of time.",1,0,"May 4th, 2012"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4.5,4,AWESOME,POL2101,"Had him for Pol 2101, for some reason i found his lectures interesting, I know most don't, he also seems like he would be a cool guy out of class. However I didn't really learn what I wanted to, I felt it was more of a history class than anything. Also his midterms and exams were all essays, I hated that. Will not take another class.",1,0,"Jun 17th, 2011"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,4,AWESOME,POL2107,"What a cool guy! His lectures are agonizingly boring. He doesn't use virtual campus so you do need to attend his lectures, though he doesn't force you to. Very easy to reach if you have questions or need help. He recognizes that most are there because they need to not because they are in love with the subject so he does what he can to help u pass",0,0,"Jan 16th, 2011"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,3.5,1,AVERAGE,POL2107,"First of all, he's a REALLY nice guy. Very relaxed and informal. His lectures, however, are painfully boring. You get the info you need if you don't fall asleep in the process. He's a super easy marker, though, and the midterms were very easy.",1,0,"Nov 24th, 2010"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,2.5,4,AWFUL,POL1101,"Really politically smart guy, sure knows his stuff. Fun lecturer, but sometimes I felt unprepared for exams because everything felt very freestyle.",0,0,"May 3rd, 2010"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,3.5,2,AVERAGE,POL1101,"absolutely loved this teacher! VERY chill, good lectures. Hard to keep up with because he talks so fast, but the information he gives is very well structured and very helpful for finals. He gave the questions to the midterm and the final and allowed cheat sheets!!!! Definitely the best part. It helped SO much and made things so much less stressful.",0,0,"Dec 25th, 2009"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,1,AWESOME,POL3162,"Great Prof! Highly engaging. Fair marker and understands student conditions. Took this during summer session and the prof made assignment guidelines fair so we could ""still enjoy summer"". Very flexible on assignment structure/content!",0,0,"Oct 23rd, 2009"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4.5,3,AWESOME,POL3162,"Great professor! Really knows what he is talking about, and is able to bridge theory to real world events.",0,0,"Aug 26th, 2009"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,3.5,1,AVERAGE,POL1101,"Awesome prof! Had him twice in first year. If you just go to class and listen to what he says, there's no way you can mess it up.",0,0,"Aug 6th, 2009"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,2,AWESOME,POL2101,Great lectures. Super Slack.,0,0,"May 20th, 2009"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,2,AWESOME,POL1101,"This Prof was amazing! SO nice, really approachable, take home midterm, gives you questions for exam. So it's easy BUT!!! You HAVE to come to class and take notes because otherwise you have nothing to work off of. The lectures can be boring sometimes (ok many times) but he says the most random things to make you laugh :) GO KOERNER!!!",0,0,"Jan 15th, 2009"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,2,AWESOME,POL1101,"Great prof, especially for a Monday morning! Missed a couple of classes here and there, but, if you know how to use google, you're covered. Especially for the midterms and final. Gives you the questions before hand. Cheat sheet is allowed. Funny guy (throws in jokes now and then) and lets you go after an hour or so. Taking another class",0,0,"Jan 4th, 2009"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,1,AWESOME,POL1101,"Great prof! The course material can be a bit boring and he acknowledges this. Adds some jokes to keep it interesting. The midterm was a take home exam and the questions on the final were handed out ahead of time. Very straightforward. He does talk fast so pay attention, take good notes and you'll do well!",0,0,"Dec 19th, 2008"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,1,AWESOME,POL1101,"Man, this guy is wicked! boring, but he knows that so he throws in some jokes from time to time. I havnt studied, looked at notes or anything, and im doing fine. Just go to the lectures, listen, and try to stay off facebook.",0,0,"Nov 13th, 2008"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4.5,1,AWESOME,POL1101,"So easy... like everyone else said with the midterms and exams. Do not buy the textbook: as long as you go to lecture and get notes, you will be fine. I haven't used mine at all, not even for the midterm. Very funny, will school you on your politics if you say something dumb in class. Awesome all around.",0,0,"Nov 6th, 2008"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4.5,1,AWESOME,POLA,"Do not buy the text book for this course. Especially if you have taken itro to canadian politics. (1102)- just go to every class and take notes. Even then, I missed about two three hour classes (actually they usually lasted about two hours) and got an A on both exams. Ridiculously easy.",0,0,"Aug 7th, 2008"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4.5,1,AWESOME,POL1101,solid prof,2,0,"Apr 3rd, 2008"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,3,1,AVERAGE,POL1100,"This class couldn't have been any easier if he wrote the exams for us. A take-home midterm and a final he tells you the questions for ahead of time. Definitely take if you want a bird course that requires no effort. He's a really nice guy, just doesn't seem that into teaching. Funny and nice though!",0,0,"Jan 22nd, 2008"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4.5,2,AWESOME,POL1101,This guy is awesome! You'll love him. He's so chills. He knows some of the content can be dry and basic so he adds in little comments and it's so funny! I had him at 8:30 on Monday's but I went EVERY time 'cause it was worth it. Take his class.,0,0,"Dec 24th, 2007"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,1,AWESOME,POL1101,"Good prof. Sometimes he can be a little mono-toned and boring, but the class is easy and enjoybale. No complaints :).",1,0,"Dec 23rd, 2007"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4.5,2,AWESOME,POL1101,"Wolfy was amazing! Awesome prof, lightens your day. Totally gets it and is everything anyone would aspire to be...what can i say the man is a legend Easy class, light workload treats you like an adult...Total genius!",0,0,"Dec 13th, 2007"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,1,AWESOME,POL1101,Excellent Prof. Wonderful lectures. Light workload. Easy class.,0,0,"Dec 12th, 2007"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4.5,1,AWESOME,POL1101,"Lectures kind of boring, but Professor Koerner acknowledges this, and tries to make them as interesting as possible. Midterm was a take home and very easy, as he basically told us exactly what to write...and did the same for the final. He does not posts lectues on-line though. I would recommend this class for anyone wanting/needing an easy class.",0,0,"Dec 1st, 2007"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,4,AWESOME,POL1101,"A man with real world invalvment in what he is teaching. Funny and to the point, never lets you down.",0,0,"Dec 1st, 2007"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,5,2,AWESOME,POL1101,"I love this man! Interesting, smart & actually knows what he's talking about.",0,0,"Sep 12th, 2007"
9310,Wolfgang Koerner,University of Ottawa,Political Science department,4,1,AWESOME,POL3202,Wolfgang is dope. This man is the incarnation of Christ. The most chill dude ever. i'm going to ask him if he wants to go and drink when this class is over. Word.,1,0,"Dec 14th, 2005"
